"","Rank0","Kingdom","Phylum","Class","Order","Family","Genus","OTU"
"Otu000084","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__35","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__35::g__115","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__35::g__115::Otu000084"
"Otu000196","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::S24-7","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::S24-7::g__116","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::S24-7::g__116::Otu000196"
"Otu000222","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__36","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__36::g__117","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__36::g__117::Otu000222"
"Otu000450","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__37","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__37::g__118","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__37::g__118::Otu000450"
"Otu000208","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::g__119","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::g__119::Otu000208"
"Otu000164","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Coprobacter","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Coprobacter::Otu000164"
"Otu000607","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000607"
"Otu000149","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__38","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__38::g__120","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__38::g__120::Otu000149"
"Otu000492","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000492"
"Otu000412","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Incertae_Sedis::Otu000412"
"Otu000652","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Intestinimonas","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Intestinimonas::Otu000652"
"Otu000321","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Intestinimonas","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Intestinimonas::Otu000321"
"Otu000250","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__121","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__121::Otu000250"
"Otu000606","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__122","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__122::Otu000606"
"Otu000391","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Flavonifractor","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Flavonifractor::Otu000391"
"Otu000231","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Flavonifractor","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Flavonifractor::Otu000231"
"Otu000163","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Intestinimonas","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Intestinimonas::Otu000163"
"Otu000209","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__123","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__123::Otu000209"
"Otu000210","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Intestinimonas","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Intestinimonas::Otu000210"
"Otu000452","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__124","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__124::Otu000452"
"Otu000388","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__125","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__125::Otu000388"
"Otu000614","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__126","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__126::Otu000614"
"Otu000015","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__127","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__127::Otu000015"
"Otu000673","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__128","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__128::Otu000673"
"Otu000526","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__129","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__129::Otu000526"
"Otu000469","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__130","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__130::Otu000469"
"Otu000289","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillospira","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillospira::Otu000289"
"Otu000161","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__131","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__131::Otu000161"
"Otu000491","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillospira","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillospira::Otu000491"
"Otu000290","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillospira","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillospira::Otu000290"
"Otu000476","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillibacter","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillibacter::Otu000476"
"Otu000428","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillospira","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Oscillospira::Otu000428"
"Otu000240","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__132","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__132::Otu000240"
"Otu000067","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__133","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__133::Otu000067"
"Otu000413","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Sporobacter","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Sporobacter::Otu000413"
"Otu000480","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Sporobacter","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Sporobacter::Otu000480"
"Otu000640","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Sporobacter","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Sporobacter::Otu000640"
"Otu000655","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__134","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__134::Otu000655"
"Otu000287","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__135","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__135::Otu000287"
"Otu000213","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Sporobacter","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Sporobacter::Otu000213"
"Otu000060","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__136","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__136::Otu000060"
"Otu000088","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__137","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__137::Otu000088"
"Otu000198","Life","Life::Bacteria","Life::Bacteria::Proteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria","Life::Bacteria::Proteobacteria::Alphaproteobacteria::o__18","Life::Bacteria::Proteobacteria::Alphaproteobacteria::o__18::f__39","Life::Bacteria::Proteobacteria::Alphaproteobacteria::o__18::f__39::g__138","Life::Bacteria::Proteobacteria::Alphaproteobacteria::o__18::f__39::g__138::Otu000198"
"Otu000447","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__139","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__139::Otu000447"
"Otu000408","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Papillibacter","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::Papillibacter::Otu000408"
"Otu000551","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__140","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__140::Otu000551"
"Otu000302","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__141","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__141::Otu000302"
"Otu000075","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__142","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__142::Otu000075"
"Otu000504","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__143","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__143::Otu000504"
"Otu000206","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__144","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__144::Otu000206"
"Otu000095","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__145","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__145::Otu000095"
"Otu000502","Life","Life::Bacteria","Life::Bacteria::p__12","Life::Bacteria::p__12::c__13","Life::Bacteria::p__12::c__13::o__19","Life::Bacteria::p__12::c__13::o__19::f__40","Life::Bacteria::p__12::c__13::o__19::f__40::g__146","Life::Bacteria::p__12::c__13::o__19::f__40::g__146::Otu000502"
"Otu000305","Life","Life::Bacteria","Life::Bacteria::p__13","Life::Bacteria::p__13::c__14","Life::Bacteria::p__13::c__14::o__20","Life::Bacteria::p__13::c__14::o__20::f__41","Life::Bacteria::p__13::c__14::o__20::f__41::g__147","Life::Bacteria::p__13::c__14::o__20::f__41::g__147::Otu000305"
"Otu000359","Life","Life::Bacteria","Life::Bacteria::p__14","Life::Bacteria::p__14::c__15","Life::Bacteria::p__14::c__15::o__21","Life::Bacteria::p__14::c__15::o__21::f__42","Life::Bacteria::p__14::c__15::o__21::f__42::g__148","Life::Bacteria::p__14::c__15::o__21::f__42::g__148::Otu000359"
"Otu000298","Life","Life::Bacteria","Life::Bacteria::p__15","Life::Bacteria::p__15::c__16","Life::Bacteria::p__15::c__16::o__22","Life::Bacteria::p__15::c__16::o__22::f__43","Life::Bacteria::p__15::c__16::o__22::f__43::g__149","Life::Bacteria::p__15::c__16::o__22::f__43::g__149::Otu000298"
"Otu000306","Life","Life::Bacteria","Life::Bacteria::p__16","Life::Bacteria::p__16::c__17","Life::Bacteria::p__16::c__17::o__23","Life::Bacteria::p__16::c__17::o__23::f__44","Life::Bacteria::p__16::c__17::o__23::f__44::g__150","Life::Bacteria::p__16::c__17::o__23::f__44::g__150::Otu000306"
"Otu000173","Life","Life::Bacteria","Life::Bacteria::p__17","Life::Bacteria::p__17::c__18","Life::Bacteria::p__17::c__18::o__24","Life::Bacteria::p__17::c__18::o__24::f__45","Life::Bacteria::p__17::c__18::o__24::f__45::g__151","Life::Bacteria::p__17::c__18::o__24::f__45::g__151::Otu000173"
"Otu000360","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__46","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__46::g__152","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__46::g__152::Otu000360"
"Otu000396","Life","Life::Bacteria","Life::Bacteria::p__18","Life::Bacteria::p__18::c__19","Life::Bacteria::p__18::c__19::o__25","Life::Bacteria::p__18::c__19::o__25::f__47","Life::Bacteria::p__18::c__19::o__25::f__47::g__153","Life::Bacteria::p__18::c__19::o__25::f__47::g__153::Otu000396"
"Otu000144","Life","Life::Bacteria","Life::Bacteria::p__19","Life::Bacteria::p__19::c__20","Life::Bacteria::p__19::c__20::o__26","Life::Bacteria::p__19::c__20::o__26::f__48","Life::Bacteria::p__19::c__20::o__26::f__48::g__154","Life::Bacteria::p__19::c__20::o__26::f__48::g__154::Otu000144"
"Otu000688","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::o__27","Life::Bacteria::Firmicutes::Clostridia::o__27::f__49","Life::Bacteria::Firmicutes::Clostridia::o__27::f__49::g__155","Life::Bacteria::Firmicutes::Clostridia::o__27::f__49::g__155::Otu000688"
"Otu000474","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__50","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__50::g__156","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::f__50::g__156::Otu000474"
"Otu000268","Life","Life::Bacteria","Life::Bacteria::p__20","Life::Bacteria::p__20::c__21","Life::Bacteria::p__20::c__21::o__28","Life::Bacteria::p__20::c__21::o__28::f__51","Life::Bacteria::p__20::c__21::o__28::f__51::g__157","Life::Bacteria::p__20::c__21::o__28::f__51::g__157::Otu000268"
"Otu000544","Life","Life::Bacteria","Life::Bacteria::p__21","Life::Bacteria::p__21::c__22","Life::Bacteria::p__21::c__22::o__29","Life::Bacteria::p__21::c__22::o__29::f__52","Life::Bacteria::p__21::c__22::o__29::f__52::g__158","Life::Bacteria::p__21::c__22::o__29::f__52::g__158::Otu000544"
"Otu000401","Life","Life::Bacteria","Life::Bacteria::p__22","Life::Bacteria::p__22::c__23","Life::Bacteria::p__22::c__23::o__30","Life::Bacteria::p__22::c__23::o__30::f__53","Life::Bacteria::p__22::c__23::o__30::f__53::g__159","Life::Bacteria::p__22::c__23::o__30::f__53::g__159::Otu000401"
"Otu000127","Life","Life::Bacteria","Life::Bacteria::Firmicutes","Life::Bacteria::Firmicutes::Clostridia","Life::Bacteria::Firmicutes::Clostridia::Clostridiales","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__160","Life::Bacteria::Firmicutes::Clostridia::Clostridiales::Ruminococcaceae::g__160::Otu000127"
