"","Rank0","Kingdom","Phylum","Class","Order","Family","Genus","OTU"
"Otu000308","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000308"
"Otu000100","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000100"
"Otu000316","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000316"
"Otu000468","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000468"
"Otu000153","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000153"
"Otu000536","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000536"
"Otu000132","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000132"
"Otu000431","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000431"
"Otu000134","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__9","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__9::g__73","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::f__9::g__73::Otu000134"
"Otu000402","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000402"
"Otu000284","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000284"
"Otu000405","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000405"
"Otu000276","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000276"
"Otu000045","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000045"
"Otu000345","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000345"
"Otu000182","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000182"
"Otu000473","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000473"
"Otu000514","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000514"
"Otu000011","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000011"
"Otu000078","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000078"
"Otu000482","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000482"
"Otu000280","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000280"
"Otu000358","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000358"
"Otu000030","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Alloprevotella::Otu000030"
"Otu000451","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Prevotellaceae::Prevotella::Otu000451"
"Otu000588","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000588"
"Otu000102","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000102"
"Otu000353","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000353"
"Otu000116","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000116"
"Otu000014","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000014"
"Otu000393","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000393"
"Otu000006","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000006"
"Otu000085","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000085"
"Otu000012","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000012"
"Otu000168","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000168"
"Otu000009","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000009"
"Otu000026","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000026"
"Otu000232","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides::Otu000232"
"Otu000019","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides::Otu000019"
"Otu000147","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides::Otu000147"
"Otu000074","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides::Otu000074"
"Otu000292","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Barnesiella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Barnesiella::Otu000292"
"Otu000042","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Barnesiella","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Barnesiella::Otu000042"
"Otu000119","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides::Otu000119"
"Otu000018","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Porphyromonadaceae::Parabacteroides::Otu000018"
"Otu000087","Life","Life::Bacteria","Life::Bacteria::Bacteroidetes","Life::Bacteria::Bacteroidetes::Bacteroidia","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides","Life::Bacteria::Bacteroidetes::Bacteroidia::Bacteroidales::Bacteroidaceae::Bacteroides::Otu000087"
